,County,Year,GDP (thousands),Average Monthly ZHVI,Estimated ZHVI,ZHVI Residual
11455,"Lake, IN",2014,24198958,110500.94047619047,2934833.8937960323,110500.94047619047
11456,"Lake, IN",2015,23141079,112084.01759530792,3089484.358388234,112084.01759530792
11457,"Lake, IN",2016,22624130,111921.22988505747,3073560.147567937,111921.22988505747
11458,"Lake, IN",2017,23733138,116253.94252873563,3496870.610662071,116253.94252873563
11459,"Lake, IN",2018,25572639,125570.8908045977,4407090.6855866145,125570.8908045977
11460,"Lake, IN",2019,25357837,135521.183908046,5379151.407439057,135521.183908046
11461,"Lawrence, IN",2003,1036816,100867.73333333334,1993742.3426799942,100867.73333333334
11462,"Lawrence, IN",2004,1102699,102659.52777777778,2168810.9671583436,102659.52777777778
11463,"Lawrence, IN",2005,1109537,105192.02777777778,2416173.5548699386,105192.02777777778
11464,"Lawrence, IN",2006,1153878,111493.36111111111,3031746.8823465463,111493.36111111111
11465,"Lawrence, IN",2007,1138608,108675.61111111111,2756541.3493356593,108675.61111111111
11466,"Lawrence, IN",2008,1129696,106413.80555555556,2535556.288749706,106413.80555555556
11467,"Lawrence, IN",2009,945516,104888.94444444444,2386572.1077622715,104888.94444444444
11468,"Lawrence, IN",2010,1049967,89639.16176470589,896730.2978879269,89639.16176470589
11469,"Lawrence, IN",2011,997370,84011.17204301075,346905.3991356101,84011.17204301075
11470,"Lawrence, IN",2012,1041791,84733.63541666667,417538.55510539096,84733.63541666667
11471,"Lawrence, IN",2013,1148284,85352.67708333333,478011.4784045527,85352.67708333333
11472,"Lawrence, IN",2014,1210591,86960.78125,635104.3066195007,86960.78125
11473,"Lawrence, IN",2015,1245087,89983.125,930337.2213368956,89983.125
11474,"Lawrence, IN",2016,1263310,92663.54166666667,1192256.2962400503,92663.54166666667
11475,"Lawrence, IN",2017,1306079,97010.38541666667,1616836.7884180117,97010.38541666667
11476,"Lawrence, IN",2018,1387008,104148.65625,2314278.144529026,104148.65625
11477,"Lawrence, IN",2019,1432048,111440.14583333333,3026569.0714663267,111440.14583333333
11478,"Madison, IN",2001,3024145,70882.66666666667,-935628.5864401544,70882.66666666667
11479,"Madison, IN",2002,3137440,72050.58333333333,-821521.3579855161,72050.58333333333
11480,"Madison, IN",2003,3191961,71692.58333333333,-856496.0050632218,71692.58333333333
11481,"Madison, IN",2004,3123411,75344.41666666667,-499813.2215975672,75344.41666666667
11482,"Madison, IN",2005,3068937,110627.59375,2947241.100999575,110627.59375
11483,"Madison, IN",2006,3203389,123598.41666666667,4214339.348479593,123598.41666666667
11484,"Madison, IN",2007,3144083,124462.79166666667,4298845.129826564,124462.79166666667
11485,"Madison, IN",2008,3079587,125101.25,4361174.249479013,125101.25
11486,"Madison, IN",2009,3033777,92597.86227544911,1185808.4562760051,92597.86227544911
11487,"Madison, IN",2010,3166317,87273.02380952382,665585.0046313554,87273.02380952382
11488,"Madison, IN",2011,3211890,84353.27380952382,380316.9334947597,84353.27380952382
11489,"Madison, IN",2012,3285424,83055.34523809524,253509.4142018482,83055.34523809524
11490,"Madison, IN",2013,3356819,79696.52976190476,-74548.86760523729,79696.52976190476
11491,"Madison, IN",2014,3508888,83721.26190476191,318573.9811117705,83721.26190476191
11492,"Madison, IN",2015,3617724,85118.23809523809,455053.2603507517,85118.23809523809
11493,"Madison, IN",2016,3675172,89169.44047619047,850813.8617803231,89169.44047619047
11494,"Madison, IN",2017,3760093,94905.50595238095,1411287.4659278076,94905.50595238095
11495,"Madison, IN",2018,3919128,103651.98809523809,2265723.9557088576,103651.98809523809
11496,"Madison, IN",2019,4052563,111575.66071428571,3039855.529574059,111575.66071428571
11497,"Marion, IN",2003,56867340,127078.67724867725,4554414.059310583,127078.67724867725
11498,"Marion, IN",2004,61469381,118084.71734475375,3675749.322391903,118084.71734475375
11499,"Marion, IN",2005,63015249,123829.46794871795,4236906.788353754,123829.46794871795
11500,"Marion, IN",2006,65101395,126569.46367521367,4504589.8414065875,126569.46367521367
11501,"Marion, IN",2007,69403376,128022.09615384616,4646540.015160518,128022.09615384616
11502,"Marion, IN",2008,74748338,126831.63461538461,4530283.506717864,126831.63461538461
11503,"Marion, IN",2009,76781961,122527.0982905983,4109708.4908812046,122527.0982905983
11504,"Marion, IN",2010,79087924,123082.42948717948,4163928.96330614,123082.42948717948
11505,"Marion, IN",2011,80807605,114166.13888888889,3292884.400890423,114166.13888888889
11506,"Marion, IN",2012,81362091,112943.75427350428,3173501.6670106556,112943.75427350428
11507,"Marion, IN",2013,84026483,116299.14102564103,3501266.8651830126,116299.14102564103
11508,"Marion, IN",2014,86549991,126852.81410256411,4532335.09216097,126852.81410256411
11509,"Marion, IN",2015,84273526,128440.19444444444,4687376.334932812,128440.19444444444
11510,"Marion, IN",2016,86810697,134205.9935897436,5250683.080882678,134205.9935897436
11511,"Marion, IN",2017,88341093,144140.14102564103,6221180.690016564,144140.14102564103
11512,"Marion, IN",2018,93236369,156294.4188034188,7408560.1888501905,156294.4188034188
11513,"Marion, IN",2019,96933488,168344.9829059829,8585877.149558106,168344.9829059829
11514,"Marshall, IN",2001,1111472,99241.16666666667,1834793.3181117605,99241.16666666667
11515,"Marshall, IN",2002,1138820,101635.14285714286,2068674.0586258061,101635.14285714286
11516,"Marshall, IN",2003,1161067,104242.07142857143,2323363.7372056358,104242.07142857143
11517,"Marshall, IN",2004,1229625,107440.85714285714,2635888.5863720644,107440.85714285714
11518,"Marshall, IN",2005,1270309,111362.91666666667,3019046.591508273,111362.91666666667
11519,"Marshall, IN",2006,1368765,113850.39285714286,3262012.9246989284,113850.39285714286
11520,"Marshall, IN",2007,1460808,116821.09523809524,3552263.4176259246,116821.09523809524
11521,"Marshall, IN",2008,1422104,117798.19047619047,3647710.988002792,117798.19047619047
11522,"Marshall, IN",2009,1283665,113982.46875,3274908.6046270207,113982.46875
11523,"Marshall, IN",2010,1408861,111397.63541666667,3022465.9005801156,111397.63541666667
11524,"Marshall, IN",2011,1459043,108929.61458333333,2781355.763742747,108929.61458333333
11525,"Marshall, IN",2012,1497717,104855.13888888889,2383250.4932353385,104855.13888888889
11526,"Marshall, IN",2013,1578527,105995.10185185185,2494622.2744325027,105995.10185185185
11527,"Marshall, IN",2014,1623100,107334.37037037036,2625435.270066716,107334.37037037036
11528,"Marshall, IN",2015,1558577,111239.06481481482,3006932.467939459,111239.06481481482
11529,"Marshall, IN",2016,1602489,113281.56481481482,3206522.423190167,113281.56481481482
11530,"Marshall, IN",2017,1630735,116559.20370370371,3526667.446859559,116559.20370370371
11531,"Marshall, IN",2018,1682510,123538.68518518518,4208575.370329915,123538.68518518518
11532,"Marshall, IN",2019,1726805,129716.32407407407,4812034.574237708,129716.32407407407
11533,"Martin, IN",2012,867025,84518.0,396436.53340487555,84518.0
11534,"Martin, IN",2013,815016,85993.58333333333,540633.6816917304,85993.58333333333
11535,"Martin, IN",2014,852949,86447.08333333333,584889.3105358668,86447.08333333333
11536,"Martin, IN",2015,932802,90845.58333333333,1014647.6135940477,90845.58333333333
11537,"Martin, IN",2016,929117,94590.91666666667,1380513.6842812225,94590.91666666667
11538,"Martin, IN",2017,995420,100050.125,1913828.2049437836,100050.125
11539,"Martin, IN",2018,1055444,106858.33333333333,2578932.666689655,106858.33333333333
11540,"Martin, IN",2019,1135761,113822.70833333333,3259375.171986364,113822.70833333333
11541,"Miami, IN",2002,693839,88882.3,822775.5273912139,88882.3
11542,"Miami, IN",2003,725195,88743.33333333333,809195.9856487513,88743.33333333333
11543,"Miami, IN",2004,765515,89100.08333333333,844072.9381815474,89100.08333333333
11544,"Miami, IN",2005,779013,87981.91666666667,734850.4369723983,87981.91666666667
11545,"Miami, IN",2006,851062,89326.41666666667,866151.9053311609,89326.41666666667
11546,"Miami, IN",2007,832527,92284.0,1155132.3691743296,92284.0
11547,"Miami, IN",2008,829642,87952.25,731919.6006251052,87952.25
11548,"Miami, IN",2009,727076,79158.96739130435,-127108.53276670631,79158.96739130435
11549,"Miami, IN",2010,749849,76403.21296296296,-396354.6985380957,76403.21296296296
11550,"Miami, IN",2011,809645,74152.30555555556,-616265.1191300405,74152.30555555556
11551,"Miami, IN",2012,827803,73372.78703703704,-692369.1696147695,73372.78703703704
11552,"Miami, IN",2013,898176,73990.31481481482,-632091.6354054268,73990.31481481482
11553,"Miami, IN",2014,948703,74109.98148148147,-620368.2900162516,74109.98148148147
11554,"Miami, IN",2015,869618,75608.77777777778,-473924.16719647124,75608.77777777778
11555,"Miami, IN",2016,930375,77337.02777777778,-305107.9935923489,77337.02777777778
11556,"Miami, IN",2017,1007901,80134.61111111111,-31758.656934747472,80134.61111111111
11557,"Miami, IN",2018,1021110,86066.47222222222,547667.6889252346,86066.47222222222
11558,"Miami, IN",2019,1046102,90923.76851851853,1022267.7880970109,90923.76851851853
11559,"Monroe, IN",2003,3912645,142060.06666666668,6017976.036604194,142060.06666666668
11560,"Monroe, IN",2004,4094639,147232.7037037037,6523349.9174225535,147232.7037037037
11561,"Monroe, IN",2005,4349135,151157.58333333334,6906801.006193493,151157.58333333334
11562,"Monroe, IN",2006,4609545,150620.82407407407,6854339.035576934,150620.82407407407
11563,"Monroe, IN",2007,4624262,152005.5462962963,6989645.980276996,152005.5462962963
11564,"Monroe, IN",2008,4770701,154570.65740740742,7240232.487970617,154570.65740740742
11565,"Monroe, IN",2009,4892593,154135.85185185185,7197735.360934855,154135.85185185185
11566,"Monroe, IN",2010,4957877,156227.4814814815,7402014.654341234,156227.4814814815
11567,"Monroe, IN",2011,5060903,146116.7435897436,6414322.805303225,146116.7435897436
11568,"Monroe, IN",2012,5263537,144207.31666666668,6227726.224525521,144207.31666666668
11569,"Monroe, IN",2013,5506328,148259.125,6623584.520500002,148259.125
11570,"Monroe, IN",2014,5901570,150579.23333333334,6850235.864690723,150579.23333333334
11571,"Monroe, IN",2015,6041022,154737.55833333332,7256547.476970552,154737.55833333332
11572,"Monroe, IN",2016,6278080,156310.125,7410123.301568747,156310.125
11573,"Monroe, IN",2017,6629747,162044.33333333334,7970303.822081501,162044.33333333334
11574,"Monroe, IN",2018,6968249,174770.50833333333,9213662.295148438,174770.50833333333
11575,"Monroe, IN",2019,7142613,187493.35,10456532.295490826,187493.35
11576,"Montgomery, IN",2003,1213324,114259.66666666667,3302067.688111944,114259.66666666667
11577,"Montgomery, IN",2004,1276051,102569.5,2160018.4581164625,102569.5
11578,"Montgomery, IN",2005,1243708,95774.75,1496184.0254544169,95774.75
11579,"Montgomery, IN",2006,1351992,95253.20833333333,1445187.4730115049,95253.20833333333
11580,"Montgomery, IN",2007,1505330,95600.875,1479185.1746401135,95600.875
11581,"Montgomery, IN",2008,1559518,94970.0,1417539.9168020338,94970.0
11582,"Montgomery, IN",2009,1417667,90612.01923076923,991787.0900851544,90612.01923076923
11583,"Montgomery, IN",2010,1521804,88478.99166666667,783404.6257925667,88478.99166666667
11584,"Montgomery, IN",2011,1466314,86838.5,623087.877595596,86838.5
11585,"Montgomery, IN",2012,1420605,86057.0,546788.438021047,86057.0
11586,"Montgomery, IN",2013,1535127,86184.96666666666,559293.3397695012,86184.96666666666
11587,"Montgomery, IN",2014,1517153,87418.20833333333,679750.7136432752,87418.20833333333
11588,"Montgomery, IN",2015,1614530,90178.95833333333,949485.352139214,90178.95833333333
11589,"Montgomery, IN",2016,1618779,93350.89166666666,1259372.4485930782,93350.89166666666
11590,"Montgomery, IN",2017,1644485,98297.375,1742569.6677169148,98297.375
11591,"Montgomery, IN",2018,1716766,105183.94166666667,2415391.9985106606,105183.94166666667
11592,"Montgomery, IN",2019,1722725,112014.38333333333,3082645.740244549,112014.38333333333
11593,"Morgan, IN",2003,1022493,102968.8,2198998.5815354697,102968.8
11594,"Morgan, IN",2004,1089817,113115.64285714286,3190305.12873514,113115.64285714286
11595,"Morgan, IN",2005,1142045,139389.08333333334,5757033.907150136,139389.08333333334
11596,"Morgan, IN",2006,1251981,145460.04166666666,6350137.489297491,145460.04166666666
11597,"Morgan, IN",2007,1253379,146646.20833333334,6466003.219560506,146646.20833333334
11598,"Morgan, IN",2008,1236303,129258.66666666667,4767388.167213932,129258.66666666667
11599,"Morgan, IN",2009,1239391,127540.65,4599548.939058907,127540.65
11600,"Morgan, IN",2010,1250158,124599.1,4312131.587934295,124599.1
11601,"Morgan, IN",2011,1283141,121440.83333333333,4003612.2151091695,121440.83333333333
11602,"Morgan, IN",2012,1314858,121105.38333333333,3970786.848019479,121105.38333333333
11603,"Morgan, IN",2013,1393373,122217.06666666667,4079423.181959169,122217.06666666667
11604,"Morgan, IN",2014,1395965,126224.58333333333,4470982.917957619,126224.58333333333
11605,"Morgan, IN",2015,1404639,130737.93333333333,4911878.399135515,130737.93333333333
11606,"Morgan, IN",2016,1527223,135610.83333333334,5387943.916480938,135610.83333333334
11607,"Morgan, IN",2017,1589068,144211.6,6228214.697250068,144211.6
11608,"Morgan, IN",2018,1696078,154927.16666666666,7275011.745958503,154927.16666666666
11609,"Morgan, IN",2019,1895129,164982.43333333332,8257330.395026473,164982.43333333332
11610,"Newton, IN",2001,244797,74861.25,-546999.6867889967,74861.25
11611,"Newton, IN",2002,274319,75428.5,-491606.8798251441,75428.5
11612,"Newton, IN",2003,274620,77543.16666666667,-284982.9173409315,77543.16666666667
11613,"Newton, IN",2004,314575,83851.875,331371.96649495326,83851.875
11614,"Newton, IN",2005,298553,85529.5,495303.4128535865,85529.5
11615,"Newton, IN",2006,328166,85087.17857142857,452024.7294585481,85087.17857142857
11616,"Newton, IN",2007,376682,86244.5,565057.3179191779,86244.5
11617,"Newton, IN",2008,385399,85827.84523809524,524416.387236705,85827.84523809524
11618,"Newton, IN",2009,295628,82808.32142857143,229378.86160912924,82808.32142857143
11619,"Newton, IN",2010,312685,79547.08333333333,-89203.04934170656,79547.08333333333
11620,"Newton, IN",2011,344536,78393.07142857143,-201942.5541676078,78393.07142857143
11621,"Newton, IN",2012,346316,79450.72619047618,-98581.72565304674,79450.72619047618
11622,"Newton, IN",2013,415146,80239.42857142857,-21598.42426412925,80239.42857142857
11623,"Newton, IN",2014,402396,82177.34523809524,167733.60377104953,82177.34523809524
11624,"Newton, IN",2015,374815,81940.51190476191,144677.69117233902,81940.51190476191
11625,"Newton, IN",2016,332638,82374.59523809524,187077.1236631889,82374.59523809524
11626,"Newton, IN",2017,324598,84513.33333333333,395948.060680327,84513.33333333333
11627,"Newton, IN",2018,357884,89303.33333333333,863904.9307982363,89303.33333333333
11628,"Newton, IN",2019,368196,93207.83333333333,1245402.1286709774,93207.83333333333
11629,"Noble, IN",2005,1398410,94109.33333333333,1333424.9136347026,94109.33333333333
11630,"Noble, IN",2006,1437042,104511.58333333333,2349741.2643312793,104511.58333333333
11631,"Noble, IN",2007,1474769,104743.0,2372308.704205442,104743.0
11632,"Noble, IN",2008,1373693,104033.0,2302945.57731949,104033.0
11633,"Noble, IN",2009,1208385,120112.58333333333,3873873.859468963,120112.58333333333
11634,"Noble, IN",2010,1437038,116846.60416666667,3554803.4757935796,116846.60416666667
11635,"Noble, IN",2011,1531471,114583.89583333333,3333720.720662717,114583.89583333333
11636,"Noble, IN",2012,1564448,104904.93518518518,2388135.2204808295,104904.93518518518
11637,"Noble, IN",2013,1735463,105961.04629629629,2491300.6599055696,105961.04629629629
11638,"Noble, IN",2014,1841094,108230.73148148147,2713067.276850801,108230.73148148147
11639,"Noble, IN",2015,1909144,109573.52777777778,2844271.050664654,109573.52777777778
11640,"Noble, IN",2016,1899574,114497.86111111111,3325318.9898004755,114497.86111111111
11641,"Noble, IN",2017,1842778,120576.66666666667,3919204.128307108,120576.66666666667
11642,"Noble, IN",2018,1919586,128852.55555555556,4727724.181980556,128852.55555555556
11643,"Noble, IN",2019,1961193,138520.08333333334,5672137.347623527,138520.08333333334
11644,"Ohio, IN",2012,138680,124260.5,4279013.1372098755,124260.5
11645,"Ohio, IN",2013,102863,124975.41666666667,4348864.736820377,124975.41666666667
11646,"Ohio, IN",2014,109488,126022.33333333333,4451150.925340932,126022.33333333333
