,County,Year,GDP (thousands)
12819,"Putnam, IL",2014,"357,806"
12820,"Putnam, IL",2015,"354,688"
12821,"Putnam, IL",2016,"356,741"
12822,"Putnam, IL",2017,"353,152"
12823,"Putnam, IL",2018,"417,902"
12824,"Putnam, IL",2019,"410,954"
12825,"Randolph, IL",2001,"1,215,714"
12826,"Randolph, IL",2002,"1,250,338"
12827,"Randolph, IL",2003,"1,316,637"
12828,"Randolph, IL",2004,"1,439,159"
12829,"Randolph, IL",2005,"1,400,710"
12830,"Randolph, IL",2006,"1,577,553"
12831,"Randolph, IL",2007,"1,604,078"
12832,"Randolph, IL",2008,"1,668,874"
12833,"Randolph, IL",2009,"1,645,287"
12834,"Randolph, IL",2010,"1,717,203"
12835,"Randolph, IL",2011,"1,791,268"
12836,"Randolph, IL",2012,"1,693,243"
12837,"Randolph, IL",2013,"1,735,717"
12838,"Randolph, IL",2014,"1,695,380"
12839,"Randolph, IL",2015,"1,625,794"
12840,"Randolph, IL",2016,"1,638,493"
12841,"Randolph, IL",2017,"1,600,982"
12842,"Randolph, IL",2018,"1,607,697"
12843,"Randolph, IL",2019,"1,647,208"
12844,"Richland, IL",2001,"372,259"
12845,"Richland, IL",2002,"382,581"
12846,"Richland, IL",2003,"396,183"
12847,"Richland, IL",2004,"443,454"
12848,"Richland, IL",2005,"440,167"
12849,"Richland, IL",2006,"496,341"
12850,"Richland, IL",2007,"519,530"
12851,"Richland, IL",2008,"532,698"
12852,"Richland, IL",2009,"602,244"
12853,"Richland, IL",2010,"638,793"
12854,"Richland, IL",2011,"608,945"
12855,"Richland, IL",2012,"618,148"
12856,"Richland, IL",2013,"641,999"
12857,"Richland, IL",2014,"634,339"
12858,"Richland, IL",2015,"683,350"
12859,"Richland, IL",2016,"604,287"
12860,"Richland, IL",2017,"649,091"
12861,"Richland, IL",2018,"672,858"
12862,"Richland, IL",2019,"685,623"
12863,"Rock Island, IL",2001,"6,507,633"
12864,"Rock Island, IL",2002,"6,278,242"
12865,"Rock Island, IL",2003,"6,621,243"
12866,"Rock Island, IL",2004,"7,413,650"
12867,"Rock Island, IL",2005,"7,741,556"
12868,"Rock Island, IL",2006,"8,337,162"
12869,"Rock Island, IL",2007,"8,692,539"
12870,"Rock Island, IL",2008,"9,180,297"
12871,"Rock Island, IL",2009,"9,180,091"
12872,"Rock Island, IL",2010,"9,517,617"
12873,"Rock Island, IL",2011,"9,907,765"
12874,"Rock Island, IL",2012,"10,336,361"
12875,"Rock Island, IL",2013,"9,999,469"
12876,"Rock Island, IL",2014,"10,295,427"
12877,"Rock Island, IL",2015,"10,203,274"
12878,"Rock Island, IL",2016,"10,083,755"
12879,"Rock Island, IL",2017,"10,331,924"
12880,"Rock Island, IL",2018,"10,530,405"
12881,"Rock Island, IL",2019,"11,017,815"
12882,"St. Clair, IL",2001,"6,305,065"
12883,"St. Clair, IL",2002,"6,844,725"
12884,"St. Clair, IL",2003,"7,338,098"
12885,"St. Clair, IL",2004,"7,861,897"
12886,"St. Clair, IL",2005,"8,321,074"
12887,"St. Clair, IL",2006,"8,895,666"
12888,"St. Clair, IL",2007,"9,261,884"
12889,"St. Clair, IL",2008,"9,523,524"
12890,"St. Clair, IL",2009,"9,711,026"
12891,"St. Clair, IL",2010,"9,897,300"
12892,"St. Clair, IL",2011,"10,800,503"
12893,"St. Clair, IL",2012,"10,855,044"
12894,"St. Clair, IL",2013,"10,733,187"
12895,"St. Clair, IL",2014,"10,997,561"
12896,"St. Clair, IL",2015,"11,242,891"
12897,"St. Clair, IL",2016,"11,287,221"
12898,"St. Clair, IL",2017,"11,803,182"
12899,"St. Clair, IL",2018,"12,220,390"
12900,"St. Clair, IL",2019,"12,680,474"
12901,"Saline, IL",2001,"664,791"
12902,"Saline, IL",2002,"672,556"
12903,"Saline, IL",2003,"706,966"
12904,"Saline, IL",2004,"733,171"
12905,"Saline, IL",2005,"826,789"
12906,"Saline, IL",2006,"941,455"
12907,"Saline, IL",2007,"1,008,637"
12908,"Saline, IL",2008,"1,000,342"
12909,"Saline, IL",2009,"1,054,991"
12910,"Saline, IL",2010,"1,075,039"
12911,"Saline, IL",2011,"1,068,091"
12912,"Saline, IL",2012,"1,150,732"
12913,"Saline, IL",2013,"1,121,823"
12914,"Saline, IL",2014,"1,081,401"
12915,"Saline, IL",2015,"1,065,449"
12916,"Saline, IL",2016,"853,053"
12917,"Saline, IL",2017,"894,390"
12918,"Saline, IL",2018,"882,629"
12919,"Saline, IL",2019,"924,169"
12920,"Sangamon, IL",2001,"7,401,190"
12921,"Sangamon, IL",2002,"7,715,213"
12922,"Sangamon, IL",2003,"7,696,544"
12923,"Sangamon, IL",2004,"7,977,690"
12924,"Sangamon, IL",2005,"8,179,030"
12925,"Sangamon, IL",2006,"8,648,708"
12926,"Sangamon, IL",2007,"8,965,695"
12927,"Sangamon, IL",2008,"9,081,315"
12928,"Sangamon, IL",2009,"9,265,124"
12929,"Sangamon, IL",2010,"9,617,888"
12930,"Sangamon, IL",2011,"9,839,664"
12931,"Sangamon, IL",2012,"9,895,900"
12932,"Sangamon, IL",2013,"10,065,353"
12933,"Sangamon, IL",2014,"10,470,998"
12934,"Sangamon, IL",2015,"10,717,124"
12935,"Sangamon, IL",2016,"10,878,491"
12936,"Sangamon, IL",2017,"11,185,917"
12937,"Sangamon, IL",2018,"11,890,699"
12938,"Sangamon, IL",2019,"12,256,162"
12939,"Schuyler, IL",2001,"131,668"
12940,"Schuyler, IL",2002,"134,423"
12941,"Schuyler, IL",2003,"162,668"
12942,"Schuyler, IL",2004,"173,051"
12943,"Schuyler, IL",2005,"162,709"
12944,"Schuyler, IL",2006,"191,236"
12945,"Schuyler, IL",2007,"200,022"
12946,"Schuyler, IL",2008,"218,120"
12947,"Schuyler, IL",2009,"230,317"
12948,"Schuyler, IL",2010,"231,863"
12949,"Schuyler, IL",2011,"235,257"
12950,"Schuyler, IL",2012,"251,930"
12951,"Schuyler, IL",2013,"277,202"
12952,"Schuyler, IL",2014,"314,595"
12953,"Schuyler, IL",2015,"251,134"
12954,"Schuyler, IL",2016,"273,404"
12955,"Schuyler, IL",2017,"257,450"
12956,"Schuyler, IL",2018,"264,681"
12957,"Schuyler, IL",2019,"281,719"
12958,"Scott, IL",2001,"95,566"
12959,"Scott, IL",2002,"101,160"
12960,"Scott, IL",2003,"105,884"
12961,"Scott, IL",2004,"120,051"
12962,"Scott, IL",2005,"121,166"
12963,"Scott, IL",2006,"127,089"
12964,"Scott, IL",2007,"146,330"
12965,"Scott, IL",2008,"150,560"
12966,"Scott, IL",2009,"147,045"
12967,"Scott, IL",2010,"160,221"
12968,"Scott, IL",2011,"173,046"
12969,"Scott, IL",2012,"173,567"
12970,"Scott, IL",2013,"191,188"
12971,"Scott, IL",2014,"185,090"
12972,"Scott, IL",2015,"147,957"
12973,"Scott, IL",2016,"159,443"
12974,"Scott, IL",2017,"157,882"
12975,"Scott, IL",2018,"172,244"
12976,"Scott, IL",2019,"170,459"
12977,"Shelby, IL",2001,"377,751"
12978,"Shelby, IL",2002,"384,192"
12979,"Shelby, IL",2003,"399,236"
12980,"Shelby, IL",2004,"449,189"
12981,"Shelby, IL",2005,"449,514"
12982,"Shelby, IL",2006,"521,669"
12983,"Shelby, IL",2007,"571,820"
12984,"Shelby, IL",2008,"648,385"
12985,"Shelby, IL",2009,"603,631"
12986,"Shelby, IL",2010,"673,178"
12987,"Shelby, IL",2011,"658,699"
12988,"Shelby, IL",2012,"637,157"
12989,"Shelby, IL",2013,"678,972"
12990,"Shelby, IL",2014,"682,818"
12991,"Shelby, IL",2015,"684,027"
12992,"Shelby, IL",2016,"721,661"
12993,"Shelby, IL",2017,"764,066"
12994,"Shelby, IL",2018,"820,829"
12995,"Shelby, IL",2019,"859,953"
12996,"Stark, IL",2001,"117,223"
12997,"Stark, IL",2002,"120,080"
12998,"Stark, IL",2003,"124,553"
12999,"Stark, IL",2004,"133,888"
13000,"Stark, IL",2005,"120,789"
13001,"Stark, IL",2006,"143,136"
13002,"Stark, IL",2007,"180,369"
13003,"Stark, IL",2008,"208,879"
13004,"Stark, IL",2009,"185,526"
13005,"Stark, IL",2010,"186,436"
13006,"Stark, IL",2011,"228,048"
13007,"Stark, IL",2012,"212,347"
13008,"Stark, IL",2013,"266,427"
13009,"Stark, IL",2014,"261,846"
13010,"Stark, IL",2015,"197,679"
13011,"Stark, IL",2016,"217,549"
13012,"Stark, IL",2017,"226,127"
13013,"Stark, IL",2018,"234,496"
13014,"Stark, IL",2019,"225,999"
13015,"Stephenson, IL",2001,"1,463,796"
13016,"Stephenson, IL",2002,"1,458,765"
13017,"Stephenson, IL",2003,"1,555,923"
13018,"Stephenson, IL",2004,"1,616,317"
13019,"Stephenson, IL",2005,"1,636,824"
13020,"Stephenson, IL",2006,"1,778,206"
13021,"Stephenson, IL",2007,"1,899,693"
13022,"Stephenson, IL",2008,"1,845,844"
13023,"Stephenson, IL",2009,"1,759,992"
13024,"Stephenson, IL",2010,"1,790,967"
13025,"Stephenson, IL",2011,"1,896,861"
13026,"Stephenson, IL",2012,"1,926,527"
13027,"Stephenson, IL",2013,"2,021,885"
13028,"Stephenson, IL",2014,"2,046,934"
13029,"Stephenson, IL",2015,"2,222,780"
13030,"Stephenson, IL",2016,"2,007,178"
13031,"Stephenson, IL",2017,"1,957,763"
13032,"Stephenson, IL",2018,"1,916,037"
13033,"Stephenson, IL",2019,"1,992,346"
13034,"Tazewell, IL",2001,"4,871,168"
13035,"Tazewell, IL",2002,"4,797,811"
13036,"Tazewell, IL",2003,"4,906,048"
13037,"Tazewell, IL",2004,"4,979,492"
13038,"Tazewell, IL",2005,"5,803,677"
13039,"Tazewell, IL",2006,"6,777,177"
13040,"Tazewell, IL",2007,"7,742,138"
13041,"Tazewell, IL",2008,"7,819,838"
13042,"Tazewell, IL",2009,"8,234,896"
13043,"Tazewell, IL",2010,"9,509,734"
13044,"Tazewell, IL",2011,"11,689,503"
13045,"Tazewell, IL",2012,"14,600,565"
13046,"Tazewell, IL",2013,"11,278,802"
13047,"Tazewell, IL",2014,"10,999,384"
13048,"Tazewell, IL",2015,"9,353,521"
13049,"Tazewell, IL",2016,"8,231,391"
13050,"Tazewell, IL",2017,"6,879,787"
13051,"Tazewell, IL",2018,"6,678,368"
13052,"Tazewell, IL",2019,"6,551,303"
13053,"Union, IL",2001,"312,833"
13054,"Union, IL",2002,"342,205"
13055,"Union, IL",2003,"337,194"
13056,"Union, IL",2004,"342,436"
13057,"Union, IL",2005,"347,998"
13058,"Union, IL",2006,"394,135"
13059,"Union, IL",2007,"386,382"
13060,"Union, IL",2008,"391,968"
13061,"Union, IL",2009,"398,158"
13062,"Union, IL",2010,"440,243"
13063,"Union, IL",2011,"433,810"
13064,"Union, IL",2012,"429,121"
13065,"Union, IL",2013,"446,653"
13066,"Union, IL",2014,"451,548"
13067,"Union, IL",2015,"471,338"
13068,"Union, IL",2016,"532,215"
13069,"Union, IL",2017,"436,998"
13070,"Union, IL",2018,"459,277"
13071,"Union, IL",2019,"486,156"
13072,"Vermilion, IL",2001,"2,153,813"
13073,"Vermilion, IL",2002,"2,267,190"
13074,"Vermilion, IL",2003,"2,409,461"
13075,"Vermilion, IL",2004,"2,595,638"
13076,"Vermilion, IL",2005,"2,620,876"
13077,"Vermilion, IL",2006,"2,895,553"
13078,"Vermilion, IL",2007,"2,990,063"
13079,"Vermilion, IL",2008,"2,999,108"
13080,"Vermilion, IL",2009,"2,930,968"
13081,"Vermilion, IL",2010,"2,989,513"
13082,"Vermilion, IL",2011,"3,110,378"
13083,"Vermilion, IL",2012,"3,278,839"
13084,"Vermilion, IL",2013,"3,316,481"
13085,"Vermilion, IL",2014,"3,402,008"
13086,"Vermilion, IL",2015,"3,344,909"
13087,"Vermilion, IL",2016,"3,339,878"
13088,"Vermilion, IL",2017,"3,360,536"
13089,"Vermilion, IL",2018,"3,453,415"
13090,"Vermilion, IL",2019,"3,581,970"
13091,"Wabash, IL",2001,"270,410"
13092,"Wabash, IL",2002,"273,942"
13093,"Wabash, IL",2003,"285,949"
13094,"Wabash, IL",2004,"302,235"
13095,"Wabash, IL",2005,"328,778"
13096,"Wabash, IL",2006,"369,707"
13097,"Wabash, IL",2007,"376,350"
13098,"Wabash, IL",2008,"378,667"
13099,"Wabash, IL",2009,"363,914"
13100,"Wabash, IL",2010,"394,179"
13101,"Wabash, IL",2011,"425,443"
13102,"Wabash, IL",2012,"426,201"
13103,"Wabash, IL",2013,"439,484"
13104,"Wabash, IL",2014,"394,688"
13105,"Wabash, IL",2015,"386,095"
13106,"Wabash, IL",2016,"364,701"
13107,"Wabash, IL",2017,"359,695"
13108,"Wabash, IL",2018,"388,528"
13109,"Wabash, IL",2019,"401,293"
13110,"Warren, IL",2001,"397,579"
13111,"Warren, IL",2002,"456,995"
13112,"Warren, IL",2003,"484,262"
13113,"Warren, IL",2004,"496,195"
13114,"Warren, IL",2005,"483,616"
13115,"Warren, IL",2006,"534,174"
13116,"Warren, IL",2007,"565,624"
13117,"Warren, IL",2008,"600,796"
13118,"Warren, IL",2009,"607,351"
13119,"Warren, IL",2010,"597,963"
13120,"Warren, IL",2011,"654,226"
13121,"Warren, IL",2012,"666,569"
13122,"Warren, IL",2013,"787,911"
13123,"Warren, IL",2014,"806,131"
13124,"Warren, IL",2015,"741,923"
13125,"Warren, IL",2016,"811,718"
13126,"Warren, IL",2017,"857,314"
13127,"Warren, IL",2018,"881,384"
13128,"Warren, IL",2019,"879,281"
13129,"Washington, IL",2001,"403,713"
13130,"Washington, IL",2002,"429,514"
13131,"Washington, IL",2003,"443,361"
13132,"Washington, IL",2004,"488,865"
13133,"Washington, IL",2005,"437,067"
13134,"Washington, IL",2006,"513,245"
13135,"Washington, IL",2007,"501,058"
13136,"Washington, IL",2008,"546,660"
13137,"Washington, IL",2009,"655,223"
13138,"Washington, IL",2010,"1,007,567"
13139,"Washington, IL",2011,"1,047,026"
13140,"Washington, IL",2012,"780,039"
13141,"Washington, IL",2013,"777,522"
13142,"Washington, IL",2014,"732,288"
13143,"Washington, IL",2015,"876,992"
13144,"Washington, IL",2016,"843,745"
13145,"Washington, IL",2017,"881,221"
13146,"Washington, IL",2018,"995,324"
13147,"Washington, IL",2019,"983,576"
13148,"Wayne, IL",2001,"294,500"
13149,"Wayne, IL",2002,"311,955"
13150,"Wayne, IL",2003,"386,068"
13151,"Wayne, IL",2004,"620,401"
13152,"Wayne, IL",2005,"660,082"
13153,"Wayne, IL",2006,"632,408"
13154,"Wayne, IL",2007,"439,180"
13155,"Wayne, IL",2008,"609,759"
13156,"Wayne, IL",2009,"493,361"
13157,"Wayne, IL",2010,"691,888"
13158,"Wayne, IL",2011,"526,640"
13159,"Wayne, IL",2012,"574,138"
13160,"Wayne, IL",2013,"516,492"
13161,"Wayne, IL",2014,"471,578"
13162,"Wayne, IL",2015,"432,515"
13163,"Wayne, IL",2016,"432,351"
13164,"Wayne, IL",2017,"470,030"
13165,"Wayne, IL",2018,"498,317"
13166,"Wayne, IL",2019,"539,383"
13167,"White, IL",2001,"316,802"
13168,"White, IL",2002,"340,955"
13169,"White, IL",2003,"372,998"
13170,"White, IL",2004,"409,796"
13171,"White, IL",2005,"406,373"
13172,"White, IL",2006,"477,845"
13173,"White, IL",2007,"507,707"
13174,"White, IL",2008,"559,055"
13175,"White, IL",2009,"527,632"
13176,"White, IL",2010,"563,208"
13177,"White, IL",2011,"634,611"
13178,"White, IL",2012,"613,783"
13179,"White, IL",2013,"628,998"
13180,"White, IL",2014,"648,054"
13181,"White, IL",2015,"583,214"
13182,"White, IL",2016,"547,577"
13183,"White, IL",2017,"579,103"
13184,"White, IL",2018,"579,697"
13185,"White, IL",2019,"614,648"
13186,"Whiteside, IL",2001,"1,369,860"
13187,"Whiteside, IL",2002,"1,382,355"
13188,"Whiteside, IL",2003,"1,459,601"
13189,"Whiteside, IL",2004,"1,567,047"
13190,"Whiteside, IL",2005,"1,608,969"
13191,"Whiteside, IL",2006,"1,778,625"
13192,"Whiteside, IL",2007,"1,903,322"
13193,"Whiteside, IL",2008,"1,923,635"
13194,"Whiteside, IL",2009,"1,876,567"
13195,"Whiteside, IL",2010,"1,975,826"
13196,"Whiteside, IL",2011,"2,165,805"
13197,"Whiteside, IL",2012,"2,214,972"
13198,"Whiteside, IL",2013,"2,337,314"
13199,"Whiteside, IL",2014,"2,240,742"
13200,"Whiteside, IL",2015,"2,117,525"
13201,"Whiteside, IL",2016,"2,116,450"
13202,"Whiteside, IL",2017,"2,177,934"
13203,"Whiteside, IL",2018,"2,285,411"
13204,"Whiteside, IL",2019,"2,400,145"
13205,"Will, IL",2001,"12,942,778"
13206,"Will, IL",2002,"13,448,367"
13207,"Will, IL",2003,"14,359,528"
13208,"Will, IL",2004,"15,657,939"
13209,"Will, IL",2005,"17,143,770"
13210,"Will, IL",2006,"18,846,155"
13211,"Will, IL",2007,"20,283,565"
13212,"Will, IL",2008,"20,721,634"
13213,"Will, IL",2009,"20,994,783"
13214,"Will, IL",2010,"21,914,619"
13215,"Will, IL",2011,"24,233,654"
13216,"Will, IL",2012,"24,424,124"
13217,"Will, IL",2013,"24,768,226"
13218,"Will, IL",2014,"27,956,331"
13219,"Will, IL",2015,"29,724,139"
13220,"Will, IL",2016,"30,513,886"
13221,"Will, IL",2017,"31,078,724"
13222,"Will, IL",2018,"32,707,396"
13223,"Will, IL",2019,"33,786,771"
13224,"Williamson, IL",2001,"1,495,010"
13225,"Williamson, IL",2002,"1,603,765"
13226,"Williamson, IL",2003,"1,690,424"
13227,"Williamson, IL",2004,"1,790,711"
13228,"Williamson, IL",2005,"1,920,540"
13229,"Williamson, IL",2006,"2,152,873"
13230,"Williamson, IL",2007,"2,245,540"
13231,"Williamson, IL",2008,"2,387,924"
13232,"Williamson, IL",2009,"2,460,074"
13233,"Williamson, IL",2010,"2,611,141"
13234,"Williamson, IL",2011,"2,764,925"
13235,"Williamson, IL",2012,"2,862,089"
13236,"Williamson, IL",2013,"2,759,568"
13237,"Williamson, IL",2014,"2,711,173"
13238,"Williamson, IL",2015,"2,743,853"
13239,"Williamson, IL",2016,"2,816,802"
13240,"Williamson, IL",2017,"2,943,550"
13241,"Williamson, IL",2018,"3,065,266"
13242,"Williamson, IL",2019,"3,138,558"
13243,"Winnebago, IL",2001,"9,354,155"
13244,"Winnebago, IL",2002,"9,651,863"
13245,"Winnebago, IL",2003,"10,002,619"
13246,"Winnebago, IL",2004,"10,425,739"
13247,"Winnebago, IL",2005,"10,918,430"
13248,"Winnebago, IL",2006,"11,554,305"
13249,"Winnebago, IL",2007,"12,025,035"
13250,"Winnebago, IL",2008,"12,126,058"
13251,"Winnebago, IL",2009,"11,846,562"
13252,"Winnebago, IL",2010,"11,864,570"
13253,"Winnebago, IL",2011,"12,354,517"
13254,"Winnebago, IL",2012,"12,661,607"
13255,"Winnebago, IL",2013,"12,640,673"
13256,"Winnebago, IL",2014,"13,196,456"
13257,"Winnebago, IL",2015,"13,613,074"
13258,"Winnebago, IL",2016,"13,843,004"
13259,"Winnebago, IL",2017,"14,321,606"
13260,"Winnebago, IL",2018,"14,885,443"
13261,"Winnebago, IL",2019,"15,214,631"
13262,"Woodford, IL",2001,"642,647"
13263,"Woodford, IL",2002,"682,554"
13264,"Woodford, IL",2003,"717,626"
13265,"Woodford, IL",2004,"764,032"
13266,"Woodford, IL",2005,"760,860"
13267,"Woodford, IL",2006,"862,637"
13268,"Woodford, IL",2007,"927,287"
13269,"Woodford, IL",2008,"980,586"
13270,"Woodford, IL",2009,"984,239"
13271,"Woodford, IL",2010,"1,004,312"
13272,"Woodford, IL",2011,"1,059,556"
13273,"Woodford, IL",2012,"1,122,151"
13274,"Woodford, IL",2013,"1,278,489"
13275,"Woodford, IL",2014,"1,252,574"
13276,"Woodford, IL",2015,"1,161,874"
13277,"Woodford, IL",2016,"1,211,167"
13278,"Woodford, IL",2017,"1,208,946"
13279,"Woodford, IL",2018,"1,226,101"
13280,"Woodford, IL",2019,"1,258,780"
13281,"Adams, IN",2001,"953,510"
13282,"Adams, IN",2002,"1,040,001"
13283,"Adams, IN",2003,"1,075,871"
13284,"Adams, IN",2004,"1,096,685"
13285,"Adams, IN",2005,"1,039,480"
13286,"Adams, IN",2006,"1,097,938"
13287,"Adams, IN",2007,"1,112,158"
13288,"Adams, IN",2008,"1,057,556"
13289,"Adams, IN",2009,"925,369"
13290,"Adams, IN",2010,"1,088,511"
13291,"Adams, IN",2011,"1,150,157"
13292,"Adams, IN",2012,"1,224,481"
13293,"Adams, IN",2013,"1,332,408"
13294,"Adams, IN",2014,"1,452,097"
13295,"Adams, IN",2015,"1,548,039"
13296,"Adams, IN",2016,"1,584,020"
13297,"Adams, IN",2017,"1,742,450"
13298,"Adams, IN",2018,"1,783,297"
13299,"Adams, IN",2019,"1,824,887"
13300,"Allen, IN",2001,"12,424,818"
13301,"Allen, IN",2002,"12,875,065"
13302,"Allen, IN",2003,"13,498,744"
13303,"Allen, IN",2004,"14,013,719"
13304,"Allen, IN",2005,"14,602,204"
13305,"Allen, IN",2006,"15,420,930"
13306,"Allen, IN",2007,"15,990,522"
13307,"Allen, IN",2008,"15,270,492"
13308,"Allen, IN",2009,"14,441,978"
13309,"Allen, IN",2010,"14,817,616"
13310,"Allen, IN",2011,"15,238,543"
13311,"Allen, IN",2012,"16,223,480"
13312,"Allen, IN",2013,"16,471,335"
13313,"Allen, IN",2014,"18,042,241"
13314,"Allen, IN",2015,"19,244,513"
13315,"Allen, IN",2016,"19,691,437"
13316,"Allen, IN",2017,"20,499,728"
13317,"Allen, IN",2018,"21,615,651"
13318,"Allen, IN",2019,"22,495,346"
13319,"Bartholomew, IN",2001,"2,998,046"
13320,"Bartholomew, IN",2002,"2,941,595"
13321,"Bartholomew, IN",2003,"3,109,155"
13322,"Bartholomew, IN",2004,"3,288,775"
13323,"Bartholomew, IN",2005,"3,548,554"
13324,"Bartholomew, IN",2006,"3,982,538"
13325,"Bartholomew, IN",2007,"4,543,344"
13326,"Bartholomew, IN",2008,"4,880,147"
13327,"Bartholomew, IN",2009,"4,323,505"
13328,"Bartholomew, IN",2010,"5,150,278"
13329,"Bartholomew, IN",2011,"5,255,410"
13330,"Bartholomew, IN",2012,"5,881,807"
13331,"Bartholomew, IN",2013,"6,368,912"
13332,"Bartholomew, IN",2014,"6,247,677"
13333,"Bartholomew, IN",2015,"6,365,742"
13334,"Bartholomew, IN",2016,"6,333,025"
13335,"Bartholomew, IN",2017,"6,475,805"
13336,"Bartholomew, IN",2018,"6,866,747"
13337,"Bartholomew, IN",2019,"7,045,710"
13338,"Benton, IN",2001,"189,553"
13339,"Benton, IN",2002,"208,735"
13340,"Benton, IN",2003,"199,947"
13341,"Benton, IN",2004,"213,712"
13342,"Benton, IN",2005,"203,909"
13343,"Benton, IN",2006,"237,243"
13344,"Benton, IN",2007,"255,362"
13345,"Benton, IN",2008,"282,779"
13346,"Benton, IN",2009,"250,435"
13347,"Benton, IN",2010,"323,860"
13348,"Benton, IN",2011,"380,377"
13349,"Benton, IN",2012,"335,849"
13350,"Benton, IN",2013,"450,899"
13351,"Benton, IN",2014,"415,555"
13352,"Benton, IN",2015,"359,704"
13353,"Benton, IN",2016,"455,904"
13354,"Benton, IN",2017,"436,530"
13355,"Benton, IN",2018,"443,042"
13356,"Benton, IN",2019,"503,582"
13357,"Blackford, IN",2001,"257,128"
13358,"Blackford, IN",2002,"269,496"
13359,"Blackford, IN",2003,"275,053"
13360,"Blackford, IN",2004,"290,044"
13361,"Blackford, IN",2005,"292,733"
13362,"Blackford, IN",2006,"306,653"
13363,"Blackford, IN",2007,"311,944"
13364,"Blackford, IN",2008,"291,900"
13365,"Blackford, IN",2009,"256,124"
13366,"Blackford, IN",2010,"277,667"
13367,"Blackford, IN",2011,"278,797"
13368,"Blackford, IN",2012,"285,757"
13369,"Blackford, IN",2013,"304,715"
13370,"Blackford, IN",2014,"310,293"
13371,"Blackford, IN",2015,"300,452"
13372,"Blackford, IN",2016,"305,141"
13373,"Blackford, IN",2017,"320,495"
13374,"Blackford, IN",2018,"339,245"
13375,"Blackford, IN",2019,"335,897"
13376,"Boone, IN",2001,"1,019,225"
13377,"Boone, IN",2002,"1,097,925"
13378,"Boone, IN",2003,"1,188,750"
13379,"Boone, IN",2004,"1,341,227"
13380,"Boone, IN",2005,"1,419,063"
13381,"Boone, IN",2006,"1,529,107"
13382,"Boone, IN",2007,"1,601,623"
13383,"Boone, IN",2008,"1,767,532"
13384,"Boone, IN",2009,"1,685,926"
13385,"Boone, IN",2010,"1,800,301"
13386,"Boone, IN",2011,"1,990,805"
13387,"Boone, IN",2012,"2,084,868"
13388,"Boone, IN",2013,"2,553,130"
13389,"Boone, IN",2014,"2,841,029"
13390,"Boone, IN",2015,"2,805,314"
13391,"Boone, IN",2016,"2,739,656"
13392,"Boone, IN",2017,"2,900,548"
13393,"Boone, IN",2018,"3,121,506"
13394,"Boone, IN",2019,"3,306,307"
13395,"Brown, IN",2001,"181,775"
13396,"Brown, IN",2002,"191,755"
13397,"Brown, IN",2003,"192,937"
13398,"Brown, IN",2004,"195,050"
13399,"Brown, IN",2005,"200,612"
